,status
7691,1
2532,1
2533,1
2534,1
4674,1
4675,1
4676,1
7551,1
7552,1
7553,1
8409,1
8410,1
8411,1
8406,1
8407,1
8408,1
4338,1
4339,1
4340,1
7896,1
7897,1
7898,1
2310,1
2311,1
2312,1
8454,1
8455,1
8456,1
6813,1
6814,1
6815,1
7692,1
7693,1
7694,1
8352,1
8353,1
8354,1
6780,1
6781,1
6782,1
1581,1
1582,1
1583,1
6546,1
6547,1
6548,1
7968,1
7969,1
7970,1
2136,1
2137,1
2138,1
285,1
286,1
287,1
5232,1
5233,1
5234,1
1698,1
1699,1
1700,1
6057,1
6058,1
6059,1
42,1
43,1
44,1
3429,1
3430,1
3431,1
2433,1
2434,1
2435,1
4662,1
4663,1
4664,1
318,1
319,1
320,1
327,1
328,1
329,1
330,1
331,1
332,1
6975,1
6976,1
6977,1
435,1
436,1
437,1
345,1
346,1
347,1
354,1
355,1
356,1
357,1
358,1
359,1
7929,1
7930,1
7931,1
363,1
364,1
365,1
8556,1
8557,1
8558,1
7464,1
7465,1
7466,1
4161,1
4162,1
4163,1
387,1
388,1
389,1
6462,1
6463,1
6464,1
513,1
514,1
515,1
6333,1
6334,1
6335,1
273,1
274,1
275,1
270,1
271,1
272,1
7995,1
7996,1
7997,1
3075,1
3076,1
3077,1
7554,1
7555,1
7556,1
444,1
445,1
446,1
3477,1
3478,1
3479,1
471,1
472,1
473,1
7428,1
7429,1
7430,1
474,1
475,1
476,1
132,1
133,1
134,1
480,1
481,1
482,1
2109,1
2110,1
2111,1
1422,1
1423,1
1424,1
7578,1
7579,1
7580,1
1878,1
1879,1
1880,1
3669,1
3670,1
3671,1
4221,1
4222,1
4223,1
5589,1
5590,1
5591,1
5205,1
5206,1
5207,1
3384,1
3385,1
3386,1
5847,1
5848,1
5849,1
540,1
541,1
542,1
1989,1
1990,1
1991,1
8343,1
8344,1
8345,1
5523,1
5524,1
5525,1
3681,1
3682,1
3683,1
3948,1
3949,1
3950,1
7101,1
7102,1
7103,1
3552,1
3553,1
3554,1
567,1
568,1
569,1
1620,1
1621,1
1622,1
7869,1
7870,1
7871,1
1500,1
1501,1
1502,1
4629,1
4630,1
4631,1
2877,1
2878,1
2879,1
7614,1
7615,1
7616,1
3783,1
3784,1
3785,1
7611,1
7612,1
7613,1
5070,1
5071,1
5072,1
4713,1
4714,1
4715,1
4398,1
4399,1
4400,1
162,1
163,1
164,1
7893,1
7894,1
7895,1
603,1
604,1
605,1
4170,1
4171,1
4172,1
609,1
610,1
611,1
2751,1
2752,1
2753,1
4362,1
4363,1
4364,1
3105,1
3106,1
3107,1
627,1
628,1
629,1
3711,1
3712,1
3713,1
3882,1
3883,1
3884,1
3633,1
3634,1
3635,1
6159,1
6160,1
6161,1
2067,1
2068,1
2069,1
5679,1
5680,1
5681,1
3804,1
3805,1
3806,1
5922,1
5923,1
5924,1
4080,1
4081,1
4082,1
4560,1
4561,1
4562,1
5901,1
5902,1
5903,1
3363,1
3364,1
3365,1
4104,1
4105,1
4106,1
7668,1
7669,1
7670,1
660,1
661,1
662,1
3210,1
3211,1
3212,1
7626,1
7627,1
7628,1
681,1
682,1
683,1
5907,1
5908,1
5909,1
1881,1
1882,1
1883,1
3222,1
3223,1
3224,1
693,1
694,1
695,1
711,1
712,1
713,1
2253,1
2254,1
2255,1
1761,1
1762,1
1763,1
2352,1
2353,1
2354,1
729,1
730,1
731,1
732,1
733,1
734,1
735,1
736,1
737,1
3501,1
3502,1
3503,1
5346,1
5347,1
5348,1
6573,1
6574,1
6575,1
2475,1
2476,1
2477,1
5850,1
5851,1
5852,1
8580,1
8581,1
8582,1
6153,1
6154,1
6155,1
6273,1
6274,1
6275,1
6219,1
6220,1
6221,1
8337,1
8338,1
8339,1
3702,1
3703,1
3704,1
2520,1
2521,1
2522,1
1224,1
1225,1
1226,1
7998,1
7999,1
8000,1
3609,1
3610,1
3611,1
5994,1
5995,1
5996,1
4287,1
4288,1
4289,1
8085,1
8086,1
8087,1
4947,1
4948,1
4949,1
7971,1
7972,1
7973,1
3138,1
3139,1
3140,1
7233,1
7234,1
7235,1
7032,1
7033,1
7034,1
831,1
832,1
833,1
6240,1
6241,1
6242,1
846,1
847,1
848,1
3198,1
3199,1
3200,1
843,1
844,1
845,1
7581,1
7582,1
7583,1
4224,1
4225,1
4226,1
6837,1
6838,1
6839,1
3822,1
3823,1
3824,1
6453,1
6454,1
6455,1
8721,1
8722,1
8723,1
2121,1
2122,1
2123,1
1455,1
1456,1
1457,1
5562,1
5563,1
5564,1
891,1
892,1
893,1
5292,1
5293,1
5294,1
3801,1
3802,1
3803,1
7524,1
7525,1
7526,1
7071,1
7072,1
7073,1
2637,1
2638,1
2639,1
948,1
949,1
950,1
3660,1
3661,1
3662,1
213,1
214,1
215,1
2277,1
2278,1
2279,1
5388,1
5389,1
5390,1
7980,1
7981,1
7982,1
3285,1
3286,1
3287,1
2553,1
2554,1
2555,1
7185,1
7186,1
7187,1
1068,1
1069,1
1070,1
1683,1
1684,1
1685,1
7851,1
7852,1
7853,1
645,1
646,1
647,1
3798,1
3799,1
3800,1
8019,1
8020,1
8021,1
2646,1
2647,1
2648,1
5331,1
5332,1
5333,1
351,1
352,1
353,1
5250,1
5251,1
5252,1
2895,1
2896,1
2897,1
8433,1
8434,1
8435,1
3777,1
3778,1
3779,1
4137,1
4138,1
4139,1
4020,1
4021,1
4022,1
6174,1
6175,1
6176,1
2679,1
2680,1
2681,1
2700,1
2701,1
2702,1
2847,1
2848,1
2849,1
5886,1
5887,1
5888,1
1170,1
1171,1
1172,1
1176,1
1177,1
1178,1
3288,1
3289,1
3290,1
1122,1
1123,1
1124,1
4548,1
4549,1
4550,1
2052,1
2053,1
2054,1
6357,1
6358,1
6359,1
5214,1
5215,1
5216,1
2283,1
2284,1
2285,1
2178,1
2179,1
2180,1
1209,1
1210,1
1211,1
2802,1
2803,1
2804,1
4275,1
4276,1
4277,1
381,1
382,1
383,1
1221,1
1222,1
1223,1
6960,1
6961,1
6962,1
4476,1
4477,1
4478,1
2865,1
2866,1
2867,1
8631,1
8632,1
8633,1
6345,1
6346,1
6347,1
1752,1
1753,1
1754,1
2037,1
2038,1
2039,1
7866,1
7867,1
7868,1
1275,1
1276,1
1277,1
3774,1
3775,1
3776,1
1281,1
1282,1
1283,1
5406,1
5407,1
5408,1
5586,1
5587,1
5588,1
3855,1
3856,1
3857,1
4551,1
4552,1
4553,1
4911,1
4912,1
4913,1
3735,1
3736,1
3737,1
1299,1
1300,1
1301,1
2049,1
2050,1
2051,1
1716,1
1717,1
1718,1
3036,1
3037,1
3038,1
7683,1
7684,1
7685,1
2733,1
2734,1
2735,1
8115,1
8116,1
8117,1
8016,1
8017,1
8018,1
222,1
223,1
224,1
264,1
265,1
266,1
2622,1
2623,1
2624,1
4356,1
4357,1
4358,1
1353,1
1354,1
1355,1
7938,1
7939,1
7940,1
1356,1
1357,1
1358,1
7620,1
7621,1
7622,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1392,1
1393,1
1394,1
3462,1
3463,1
3464,1
7230,1
7231,1
7232,1
7788,1
7789,1
7790,1
2235,1
2236,1
2237,1
4956,1
4957,1
4958,1
6204,1
6205,1
6206,1
6063,1
6064,1
6065,1
2013,1
2014,1
2015,1
8031,1
8032,1
8033,1
1644,1
1645,1
1646,1
5412,1
5413,1
5414,1
879,1
880,1
881,1
4806,1
4807,1
4808,1
5784,1
5785,1
5786,1
4836,1
4837,1
4838,1
3636,1
3637,1
3638,1
4779,1
4780,1
4781,1
6360,1
6361,1
6362,1
7827,1
7828,1
7829,1
4053,1
4054,1
4055,1
8511,1
8512,1
8513,1
3114,1
3115,1
3116,1
4365,1
4366,1
4367,1
8295,1
8296,1
8297,1
1872,1
1873,1
1874,1
1602,1
1603,1
1604,1
2628,1
2629,1
2630,1
321,1
322,1
323,1
6135,1
6136,1
6137,1
375,1
376,1
377,1
6525,1
6526,1
6527,1
3753,1
3754,1
3755,1
3117,1
3118,1
3119,1
2814,1
2815,1
2816,1
7698,1
7699,1
7700,1
4152,1
4153,1
4154,1
1662,1
1663,1
1664,1
5694,1
5695,1
5696,1
1665,1
1666,1
1667,1
7818,1
7819,1
7820,1
2829,1
2830,1
2831,1
1674,1
1675,1
1676,1
3495,1
3496,1
3497,1
1539,1
1540,1
1541,1
7056,1
7057,1
7058,1
5853,1
5854,1
5855,1
6549,1
6550,1
6551,1
1572,1
1573,1
1574,1
7515,1
7516,1
7517,1
6303,1
6304,1
6305,1
591,1
592,1
593,1
6648,1
6649,1
6650,1
7710,1
7711,1
7712,1
3807,1
3808,1
3809,1
2058,1
2059,1
2060,1
3282,1
3283,1
3284,1
4272,1
4273,1
4274,1
3333,1
3334,1
3335,1
2841,1
2842,1
2843,1
8526,1
8527,1
8528,1
2025,1
2026,1
2027,1
7566,1
7567,1
7568,1
3471,1
3472,1
3473,1
4503,1
4504,1
4505,1
7377,1
7378,1
7379,1
2211,1
2212,1
2213,1
2940,1
2941,1
2942,1
4983,1
4984,1
4985,1
7737,1
7738,1
7739,1
1782,1
1783,1
1784,1
2430,1
2431,1
2432,1
6258,1
6259,1
6260,1
4572,1
4573,1
4574,1
6579,1
6580,1
6581,1
8313,1
8314,1
8315,1
5283,1
5284,1
5285,1
8139,1
8140,1
8141,1
5160,1
5161,1
5162,1
2763,1
2764,1
2765,1
