,status
4689,0
4690,0
4691,0
2892,0
2893,0
2894,0
2895,0
5816,0
5817,0
5818,0
5819,0
7848,0
7849,0
7850,0
7851,0
9640,0
9641,0
9642,0
9643,0
2000,0
2001,0
2002,0
2003,0
4736,0
4737,0
4738,0
4739,0
2312,0
2313,0
2314,0
2315,0
6648,0
6649,0
6650,0
6651,0
5692,0
5693,0
5694,0
5695,0
8300,0
8301,0
8302,0
8303,0
9380,0
9381,0
9382,0
9383,0
6792,0
6793,0
6794,0
6795,0
8452,0
8453,0
8454,0
8455,0
2192,0
2193,0
2194,0
2195,0
3172,0
3173,0
3174,0
3175,0
5752,0
5753,0
5754,0
5755,0
7388,0
7389,0
7390,0
7391,0
9400,0
9401,0
9402,0
9403,0
6688,0
6689,0
6690,0
6691,0
4840,0
4841,0
4842,0
4843,0
8892,0
8893,0
8894,0
8895,0
1908,0
1909,0
1910,0
1911,0
8924,0
8925,0
8926,0
8927,0
4956,0
4957,0
4958,0
4959,0
1996,0
1997,0
1998,0
1999,0
7136,0
7137,0
7138,0
7139,0
4332,0
4333,0
4334,0
4335,0
2964,0
2965,0
2966,0
2967,0
4160,0
4161,0
4162,0
4163,0
8440,0
8441,0
8442,0
8443,0
9460,0
9461,0
9462,0
9463,0
6104,0
6105,0
6106,0
6107,0
2016,0
2017,0
2018,0
2019,0
6672,0
6673,0
6674,0
6675,0
1972,0
1973,0
1974,0
1975,0
1408,0
1409,0
1410,0
1411,0
7456,0
7457,0
7458,0
7459,0
7128,0
7129,0
7130,0
7131,0
5140,0
5141,0
5142,0
5143,0
7708,0
7709,0
7710,0
7711,0
8420,0
8421,0
8422,0
8423,0
5164,0
5165,0
5166,0
5167,0
9036,0
9037,0
9038,0
9039,0
2004,0
2005,0
2006,0
2007,0
7516,0
7517,0
7518,0
7519,0
6180,0
6181,0
6182,0
6183,0
1632,0
1633,0
1634,0
1635,0
6432,0
6433,0
6434,0
6435,0
1220,0
1221,0
1222,0
1223,0
3644,0
3645,0
3646,0
3647,0
8192,0
8193,0
8194,0
8195,0
3224,0
3225,0
3226,0
3227,0
7548,0
7549,0
7550,0
7551,0
7552,0
7553,0
7554,0
7555,0
4796,0
4797,0
4798,0
4799,0
3604,0
3605,0
3606,0
3607,0
8196,0
8197,0
8198,0
8199,0
6592,0
6593,0
6594,0
6595,0
8656,0
8657,0
8658,0
8659,0
9728,0
9729,0
9730,0
9731,0
6264,0
6265,0
6266,0
6267,0
9152,0
9153,0
9154,0
9155,0
5988,0
5989,0
5990,0
5991,0
9596,0
9597,0
9598,0
9599,0
8764,0
8765,0
8766,0
8767,0
620,0
621,0
622,0
623,0
4548,0
4549,0
4550,0
4551,0
5300,0
5301,0
5302,0
5303,0
4516,0
4517,0
4518,0
4519,0
5968,0
5969,0
5970,0
5971,0
8276,0
8277,0
8278,0
8279,0
3756,0
3757,0
3758,0
3759,0
3672,0
3673,0
3674,0
3675,0
5652,0
5653,0
5654,0
5655,0
6172,0
6173,0
6174,0
6175,0
4040,0
4041,0
4042,0
4043,0
8212,0
8213,0
8214,0
8215,0
7144,0
7145,0
7146,0
7147,0
8936,0
8937,0
8938,0
8939,0
4164,0
4165,0
4166,0
4167,0
8560,0
8561,0
8562,0
8563,0
5772,0
5773,0
5774,0
5775,0
7496,0
7497,0
7498,0
7499,0
3420,0
3421,0
3422,0
3423,0
8548,0
8549,0
8550,0
8551,0
2040,0
2041,0
2042,0
2043,0
5732,0
5733,0
5734,0
5735,0
9088,0
9089,0
9090,0
9091,0
6972,0
6973,0
6974,0
6975,0
2980,0
2981,0
2982,0
2983,0
6468,0
6469,0
6470,0
6471,0
6472,0
6473,0
6474,0
6475,0
3444,0
3445,0
3446,0
3447,0
2956,0
2957,0
2958,0
2959,0
7880,0
7881,0
7882,0
7883,0
7924,0
7925,0
7926,0
7927,0
6748,0
6749,0
6750,0
6751,0
8748,0
8749,0
8750,0
8751,0
5304,0
5305,0
5306,0
5307,0
9488,0
9489,0
9490,0
9491,0
6196,0
6197,0
6198,0
6199,0
5156,0
5157,0
5158,0
5159,0
2044,0
2045,0
2046,0
2047,0
8344,0
8345,0
8346,0
8347,0
8676,0
8677,0
8678,0
8679,0
6708,0
6709,0
6710,0
6711,0
2052,0
2053,0
2054,0
2055,0
1896,0
1897,0
1898,0
1899,0
2756,0
2757,0
2758,0
2759,0
9432,0
9433,0
9434,0
9435,0
2056,0
2057,0
2058,0
2059,0
3356,0
3357,0
3358,0
3359,0
1080,0
1081,0
1082,0
1083,0
6512,0
6513,0
6514,0
6515,0
7648,0
7649,0
7650,0
7651,0
7812,0
7813,0
7814,0
7815,0
5564,0
5565,0
5566,0
5567,0
4308,0
4309,0
4310,0
4311,0
8044,0
8045,0
8046,0
8047,0
6540,0
6541,0
6542,0
6543,0
5224,0
5225,0
5226,0
5227,0
2064,0
2065,0
2066,0
2067,0
9788,0
9789,0
9790,0
9791,0
3136,0
3137,0
3138,0
3139,0
4620,0
4621,0
4622,0
4623,0
8384,0
8385,0
8386,0
8387,0
8216,0
8217,0
8218,0
8219,0
3072,0
3073,0
3074,0
3075,0
2068,0
2069,0
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
5768,0
5769,0
5770,0
5771,0
2348,0
2349,0
2350,0
2351,0
3148,0
3149,0
3150,0
3151,0
5144,0
5145,0
5146,0
5147,0
5008,0
5009,0
5010,0
5011,0
5848,0
5849,0
5850,0
5851,0
4340,0
4341,0
4342,0
4343,0
8696,0
8697,0
8698,0
8699,0
2080,0
2081,0
2082,0
2083,0
9060,0
9061,0
9062,0
9063,0
9208,0
9209,0
9210,0
9211,0
276,0
277,0
278,0
279,0
2088,0
2089,0
2090,0
2091,0
4444,0
4445,0
4446,0
4447,0
5460,0
5461,0
5462,0
5463,0
6176,0
6177,0
6178,0
6179,0
2092,0
2093,0
2094,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
288,0
289,0
290,0
291,0
3840,0
3841,0
3842,0
3843,0
2112,0
2113,0
2114,0
2115,0
8200,0
8201,0
8202,0
8203,0
8624,0
8625,0
8626,0
8627,0
9436,0
9437,0
9438,0
9439,0
2116,0
2117,0
2118,0
2119,0
7724,0
7725,0
7726,0
7727,0
2948,0
2949,0
2950,0
2951,0
9536,0
9537,0
9538,0
9539,0
2120,0
2121,0
2122,0
2123,0
6288,0
6289,0
6290,0
6291,0
7092,0
7093,0
7094,0
7095,0
3496,0
3497,0
3498,0
3499,0
80,0
81,0
82,0
83,0
5268,0
5269,0
5270,0
5271,0
2260,0
2261,0
2262,0
2263,0
2624,0
2625,0
2626,0
2627,0
2124,0
2125,0
2126,0
2127,0
7928,0
7929,0
7930,0
7931,0
4232,0
4233,0
4234,0
4235,0
9084,0
9085,0
9086,0
9087,0
7736,0
7737,0
7738,0
7739,0
2840,0
2841,0
2842,0
2843,0
2512,0
2513,0
2514,0
2515,0
5612,0
5613,0
5614,0
5615,0
6796,0
6797,0
6798,0
6799,0
4564,0
4565,0
4566,0
4567,0
2060,0
2061,0
2062,0
2063,0
1304,0
1305,0
1306,0
1307,0
1472,0
1473,0
1474,0
1475,0
3464,0
3465,0
3466,0
3467,0
3104,0
3105,0
3106,0
3107,0
3484,0
3485,0
3486,0
3487,0
3980,0
3981,0
3982,0
3983,0
5788,0
5789,0
5790,0
5791,0
5916,0
5917,0
5918,0
5919,0
5456,0
5457,0
5458,0
5459,0
4096,0
4097,0
4098,0
4099,0
8908,0
8909,0
8910,0
8911,0
3076,1
3077,1
3078,1
3079,1
1144,1
1145,1
1146,1
1147,1
6060,1
6061,1
6062,1
6063,1
3428,1
3429,1
3430,1
3431,1
2908,1
2909,1
2910,1
2911,1
8948,1
8949,1
8950,1
8951,1
1596,1
1597,1
1598,1
1599,1
2640,1
2641,1
2642,1
2643,1
4280,1
4281,1
4282,1
4283,1
5748,1
5749,1
5750,1
5751,1
9560,1
9561,1
9562,1
9563,1
8064,1
8065,1
8066,1
8067,1
2944,1
2945,1
2946,1
2947,1
2672,1
2673,1
2674,1
2675,1
4408,1
4409,1
4410,1
4411,1
7428,1
7429,1
7430,1
7431,1
5196,1
5197,1
5198,1
5199,1
76,1
77,1
78,1
79,1
8,1
9,1
10,1
11,1
3976,1
3977,1
3978,1
3979,1
6884,1
6885,1
6886,1
6887,1
2580,1
2581,1
2582,1
2583,1
7452,1
7453,1
7454,1
7455,1
4396,1
4397,1
4398,1
4399,1
5436,1
5437,1
5438,1
5439,1
2676,1
2677,1
2678,1
2679,1
8800,1
8801,1
8802,1
8803,1
2988,1
2989,1
2990,1
2991,1
5404,1
5405,1
5406,1
5407,1
8632,1
8633,1
8634,1
8635,1
5044,1
5045,1
5046,1
5047,1
9024,1
9025,1
9026,1
9027,1
2720,1
2721,1
2722,1
2723,1
7820,1
7821,1
7822,1
7823,1
8804,1
8805,1
8806,1
8807,1
9504,1
9505,1
9506,1
9507,1
7784,1
7785,1
7786,1
7787,1
1864,1
1865,1
1866,1
1867,1
7532,1
7533,1
7534,1
7535,1
9104,1
9105,1
9106,1
9107,1
2532,1
2533,1
2534,1
2535,1
348,1
349,1
350,1
351,1
6064,1
6065,1
6066,1
6067,1
2012,1
2013,1
2014,1
2015,1
7004,1
7005,1
7006,1
7007,1
52,1
53,1
54,1
55,1
4008,1
4009,1
4010,1
4011,1
2872,1
2873,1
2874,1
2875,1
5392,1
5393,1
5394,1
5395,1
392,1
393,1
394,1
395,1
404,1
405,1
406,1
407,1
408,1
409,1
410,1
411,1
8000,1
8001,1
8002,1
8003,1
536,1
537,1
538,1
539,1
428,1
429,1
430,1
431,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
9064,1
9065,1
9066,1
9067,1
452,1
453,1
454,1
455,1
8536,1
8537,1
8538,1
8539,1
4848,1
4849,1
4850,1
4851,1
484,1
485,1
486,1
487,1
7432,1
7433,1
7434,1
7435,1
636,1
637,1
638,1
639,1
7296,1
7297,1
7298,1
7299,1
332,1
333,1
334,1
335,1
328,1
329,1
330,1
331,1
9132,1
9133,1
9134,1
9135,1
3608,1
3609,1
3610,1
3611,1
8636,1
8637,1
8638,1
8639,1
548,1
549,1
550,1
551,1
4064,1
4065,1
4066,1
4067,1
580,1
581,1
582,1
583,1
8508,1
8509,1
8510,1
8511,1
584,1
585,1
586,1
587,1
156,1
157,1
158,1
159,1
592,1
593,1
594,1
595,1
2500,1
2501,1
2502,1
2503,1
1684,1
1685,1
1686,1
1687,1
8664,1
8665,1
8666,1
8667,1
2228,1
2229,1
2230,1
2231,1
4276,1
4277,1
4278,1
4279,1
4920,1
4921,1
4922,1
4923,1
6488,1
6489,1
6490,1
6491,1
6028,1
6029,1
6030,1
6031,1
3964,1
3965,1
3966,1
3967,1
6780,1
6781,1
6782,1
6783,1
672,1
673,1
674,1
675,1
2360,1
2361,1
2362,1
2363,1
9492,1
9493,1
9494,1
9495,1
6420,1
6421,1
6422,1
6423,1
4292,1
4293,1
4294,1
4295,1
4608,1
4609,1
4610,1
4611,1
8152,1
8153,1
8154,1
8155,1
4152,1
4153,1
4154,1
4155,1
700,1
701,1
702,1
703,1
1912,1
1913,1
1914,1
1915,1
9000,1
9001,1
9002,1
9003,1
1768,1
1769,1
1770,1
1771,1
5356,1
5357,1
5358,1
5359,1
3372,1
3373,1
3374,1
3375,1
8708,1
8709,1
8710,1
8711,1
4412,1
4413,1
4414,1
4415,1
8704,1
8705,1
8706,1
8707,1
5868,1
5869,1
5870,1
5871,1
5452,1
5453,1
5454,1
5455,1
5120,1
5121,1
5122,1
5123,1
192,1
193,1
194,1
195,1
9020,1
9021,1
9022,1
9023,1
744,1
745,1
746,1
747,1
4856,1
4857,1
4858,1
4859,1
752,1
753,1
754,1
755,1
3232,1
3233,1
3234,1
3235,1
5072,1
5073,1
5074,1
5075,1
3636,1
3637,1
3638,1
3639,1
772,1
773,1
774,1
775,1
4324,1
4325,1
4326,1
4327,1
4532,1
4533,1
4534,1
4535,1
4236,1
4237,1
4238,1
4239,1
2452,1
2453,1
2454,1
2455,1
6588,1
6589,1
6590,1
6591,1
4436,1
4437,1
4438,1
4439,1
6868,1
6869,1
6870,1
6871,1
4764,1
4765,1
4766,1
4767,1
5292,1
5293,1
5294,1
5295,1
6844,1
6845,1
6846,1
6847,1
3940,1
3941,1
3942,1
3943,1
4788,1
4789,1
4790,1
4791,1
8776,1
8777,1
8778,1
8779,1
804,1
805,1
806,1
807,1
3764,1
3765,1
3766,1
3767,1
8724,1
8725,1
8726,1
8727,1
828,1
829,1
830,1
831,1
2232,1
2233,1
2234,1
2235,1
3780,1
3781,1
3782,1
3783,1
840,1
841,1
842,1
843,1
2652,1
2653,1
2654,1
2655,1
2084,1
2085,1
2086,1
2087,1
2776,1
2777,1
2778,1
2779,1
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,1
890,1
891,1
4092,1
4093,1
4094,1
4095,1
6208,1
6209,1
6210,1
6211,1
2924,1
2925,1
2926,1
2927,1
6784,1
6785,1
6786,1
6787,1
9712,1
9713,1
9714,1
9715,1
7088,1
7089,1
7090,1
7091,1
7232,1
7233,1
7234,1
7235,1
9484,1
9485,1
9486,1
9487,1
4312,1
4313,1
4314,1
4315,1
2976,1
2977,1
2978,1
2979,1
1460,1
1461,1
1462,1
1463,1
9136,1
9137,1
9138,1
9139,1
4212,1
4213,1
4214,1
4215,1
6940,1
6941,1
6942,1
6943,1
4996,1
4997,1
4998,1
4999,1
9236,1
9237,1
9238,1
9239,1
8076,1
8077,1
8078,1
8079,1
992,1
993,1
994,1
995,1
7188,1
7189,1
7190,1
7191,1
1012,1
1013,1
1014,1
1015,1
1008,1
1009,1
1010,1
1011,1
8668,1
8669,1
8670,1
8671,1
4924,1
4925,1
4926,1
4927,1
7852,1
7853,1
7854,1
7855,1
4456,1
4457,1
4458,1
4459,1
7420,1
7421,1
7422,1
7423,1
9796,1
9797,1
9798,1
9799,1
2516,1
2517,1
2518,1
2519,1
1716,1
1717,1
1718,1
1719,1
6460,1
6461,1
6462,1
6463,1
1068,1
1069,1
1070,1
1071,1
6140,1
6141,1
6142,1
6143,1
4432,1
4433,1
4434,1
4435,1
8604,1
8605,1
8606,1
8607,1
8120,1
8121,1
8122,1
8123,1
3100,1
3101,1
3102,1
3103,1
1140,1
1141,1
1142,1
1143,1
4264,1
4265,1
4266,1
4267,1
256,1
257,1
258,1
259,1
2680,1
2681,1
2682,1
2683,1
6252,1
6253,1
6254,1
6255,1
9116,1
9117,1
9118,1
9119,1
3848,1
3849,1
3850,1
3851,1
3012,1
3013,1
3014,1
3015,1
8240,1
8241,1
8242,1
8243,1
1276,1
1277,1
1278,1
1279,1
1992,1
1993,1
1994,1
1995,1
8980,1
8981,1
8982,1
8983,1
792,1
793,1
794,1
795,1
4428,1
4429,1
4430,1
4431,1
9160,1
9161,1
9162,1
9163,1
3112,1
3113,1
3114,1
3115,1
6188,1
6189,1
6190,1
6191,1
436,1
437,1
438,1
439,1
6088,1
6089,1
6090,1
6091,1
3396,1
3397,1
3398,1
3399,1
4404,1
4405,1
4406,1
4407,1
4820,1
4821,1
4822,1
4823,1
4692,1
4693,1
4694,1
4695,1
7108,1
7109,1
7110,1
7111,1
3152,1
3153,1
3154,1
3155,1
3176,1
3177,1
3178,1
3179,1
3344,1
3345,1
3346,1
3347,1
6824,1
6825,1
6826,1
6827,1
1400,1
1401,1
1402,1
1403,1
3852,1
3853,1
3854,1
3855,1
1336,1
1337,1
1338,1
1339,1
5276,1
5277,1
5278,1
5279,1
2432,1
2433,1
2434,1
2435,1
7324,1
7325,1
7326,1
7327,1
6040,1
6041,1
6042,1
6043,1
2688,1
2689,1
2690,1
2691,1
2576,1
2577,1
2578,1
2579,1
1444,1
1445,1
1446,1
1447,1
3288,1
3289,1
3290,1
3291,1
4980,1
4981,1
4982,1
4983,1
476,1
477,1
478,1
479,1
1456,1
1457,1
1458,1
1459,1
7988,1
7989,1
7990,1
7991,1
3360,1
3361,1
3362,1
3363,1
9744,1
9745,1
9746,1
9747,1
7308,1
7309,1
7310,1
7311,1
2412,1
2413,1
2414,1
2415,1
8996,1
8997,1
8998,1
8999,1
1520,1
1521,1
1522,1
1523,1
4400,1
4401,1
4402,1
4403,1
1528,1
1529,1
1530,1
1531,1
6276,1
6277,1
6278,1
6279,1
6484,1
6485,1
6486,1
6487,1
4496,1
4497,1
4498,1
4499,1
5280,1
5281,1
5282,1
5283,1
5684,1
5685,1
5686,1
5687,1
4348,1
4349,1
4350,1
4351,1
1548,1
1549,1
1550,1
1551,1
2428,1
2429,1
2430,1
2431,1
2032,1
2033,1
2034,1
2035,1
3560,1
3561,1
3562,1
3563,1
8792,1
8793,1
8794,1
8795,1
3208,1
3209,1
3210,1
3211,1
9272,1
9273,1
9274,1
9275,1
9156,1
9157,1
9158,1
9159,1
268,1
269,1
270,1
271,1
320,1
321,1
322,1
323,1
3084,1
3085,1
3086,1
3087,1
5064,1
5065,1
5066,1
5067,1
1604,1
1605,1
1606,1
1607,1
9072,1
9073,1
9074,1
9075,1
1608,1
1609,1
1610,1
1611,1
8716,1
8717,1
8718,1
8719,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,1
1622,1
1623,1
1648,1
1649,1
1650,1
1651,1
4044,1
4045,1
4046,1
4047,1
8296,1
8297,1
8298,1
8299,1
2632,1
2633,1
2634,1
2635,1
5740,1
5741,1
5742,1
5743,1
7148,1
7149,1
7150,1
7151,1
7012,1
7013,1
7014,1
7015,1
2388,1
2389,1
2390,1
2391,1
9176,1
9177,1
9178,1
9179,1
1940,1
1941,1
1942,1
1943,1
6284,1
6285,1
6286,1
6287,1
1052,1
1053,1
1054,1
1055,1
5560,1
5561,1
5562,1
5563,1
6704,1
6705,1
6706,1
6707,1
5588,1
5589,1
5590,1
5591,1
4240,1
4241,1
4242,1
4243,1
7328,1
7329,1
7330,1
7331,1
8956,1
8957,1
8958,1
8959,1
4728,1
4729,1
4730,1
4731,1
3648,1
3649,1
3650,1
3651,1
5076,1
5077,1
5078,1
5079,1
9440,1
9441,1
9442,1
9443,1
2220,1
2221,1
2222,1
2223,1
1892,1
1893,1
1894,1
1895,1
3092,1
3093,1
3094,1
3095,1
396,1
397,1
398,1
399,1
7076,1
7077,1
7078,1
7079,1
468,1
469,1
470,1
471,1
7504,1
7505,1
7506,1
7507,1
4372,1
4373,1
4374,1
4375,1
3652,1
3653,1
3654,1
3655,1
3304,1
3305,1
3306,1
3307,1
4836,1
4837,1
4838,1
4839,1
1964,1
1965,1
1966,1
1967,1
6604,1
6605,1
6606,1
6607,1
1968,1
1969,1
1970,1
1971,1
8944,1
8945,1
8946,1
8947,1
3320,1
3321,1
3322,1
3323,1
1980,1
1981,1
1982,1
1983,1
4088,1
4089,1
4090,1
4091,1
1820,1
1821,1
1822,1
1823,1
8104,1
8105,1
8106,1
8107,1
6788,1
6789,1
6790,1
6791,1
7536,1
7537,1
7538,1
7539,1
1856,1
1857,1
1858,1
1859,1
8592,1
8593,1
8594,1
8595,1
7268,1
7269,1
7270,1
7271,1
728,1
729,1
730,1
731,1
7644,1
7645,1
7646,1
7647,1
4440,1
4441,1
4442,1
4443,1
2440,1
2441,1
2442,1
2443,1
3844,1
3845,1
3846,1
3847,1
4976,1
4977,1
4978,1
4979,1
3908,1
3909,1
3910,1
3911,1
3336,1
3337,1
3338,1
3339,1
9660,1
9661,1
9662,1
9663,1
2404,1
2405,1
2406,1
2407,1
8652,1
8653,1
8654,1
8655,1
4056,1
4057,1
4058,1
4059,1
5216,1
5217,1
5218,1
5219,1
8460,1
8461,1
8462,1
8463,1
2612,1
2613,1
2614,1
2615,1
3448,1
3449,1
3450,1
3451,1
5776,1
5777,1
5778,1
5779,1
8848,1
8849,1
8850,1
8851,1
2108,1
2109,1
2110,1
2111,1
2868,1
2869,1
2870,1
2871,1
7212,1
7213,1
7214,1
7215,1
5308,1
5309,1
5310,1
5311,1
7568,1
7569,1
7570,1
7571,1
6128,1
6129,1
6130,1
6131,1
9296,1
9297,1
9298,1
9299,1
5976,1
5977,1
5978,1
5979,1
3248,1
3249,1
3250,1
3251,1
